GT Approx tutorial. Basic example. 
Artificial (branin) function. Train sample.
      X1          X2           Y
8.449993289	3.882834117	9.050745917
6.299312005	9.974422002	98.34652292
1.144759235	0.39201782	29.61288926
-3.614056628	5.734490785	60.81359416
-0.1259671758	5.461999295	20.07442141
-3.489094163	6.943450426	39.19241219
5.195562395	4.867950331	27.78177319
3.539750521	6.275665933	19.5590456
2.567625155	8.523996568	35.10065145
-4.217469182	14.26900685	5.988621224
9.744227793	10.50596351	60.92010235
1.327680389	10.23354788	49.75242044
-1.200596341	4.74899996	24.68329423
-2.006503922	9.175732939	6.236661257
-3.890382945	2.799151452	131.7389641
7.108801325	3.498392114	21.72813868
9.117565556	4.33566386	5.289482841
2.422476975	5.323308554	8.63524337
-0.9118505464	1.000032438	58.8949232
-4.390033201	8.904166841	50.15555813
-0.5976601998	8.053322952	19.05270821
7.469748981	7.823420215	55.89832351
3.905456142	7.621405791	37.48422287
-4.786358196	11.12845754	40.39887213
-3.138994701	1.725095976	111.5667153
8.519391765	14.73762991	171.0097729
5.548567446	11.07055812	115.615856
-2.567074383	7.393506495	14.49535198
0.8254503927	11.71954313	64.74912281
 8.9597232	11.44905828	88.6234186
9.576899121	0.9253679964	3.334329261
5.355094547	6.492469813	43.95909769
-2.675241675	4.008943612	52.88089837
-0.4242630923	13.89961855	70.6070816
1.646363441	6.620407102	17.63019036
2.162225832	9.438699054	44.03481413
7.471376412	13.08920067	152.0941278
-4.54957594	9.653059059	47.6531837
4.164773097	2.534602819	5.851259879
8.172289264	12.70760905	129.9043989
4.696986047	13.2987814	152.0396009
6.410252748	14.67972284	203.767107
0.3782420697	1.813292814	31.90642761
-1.993055889	12.48762373	13.91839958
9.723449097	14.26682247	133.7261469
5.979487501	14.26310057	192.3707335
6.935586764	1.445005856	17.70260738
-1.49891254	0.008777664278	85.80756377
9.692986211	3.12442886	0.9124994927
3.266910109	12.1131836	99.15525389
